query_id,word_count,token_count,sentence_count,char_count,char_count_no_spaces,avg_words_per_sentence,avg_syllables_per_word,flesch_kincaid_grade,gunning_fog_index,lexical_density,lexical_diversity,keyword_density,sentiment_polarity,named_entity_count,distinct_entity_types,most_frequent_entity_count
q000001,0.15310481842568033,0.16343993572917406,0.1728340192805814,0.15081513778878228,0.1503116355009282,0.020958291115232338,-0.15099509627963423,-0.11912975730885293,-0.10060684257933258,0.10947052853796672,-0.2075112769531236,-0.07255820005840802,,0.15546716248269546,0.1034607676871566,0.17454612369935538
q000002,0.054137626411562334,0.058686732276142406,0.05388613094525762,0.048121102291793706,0.047310577584713784,0.0603685086313616,-0.13208666458503085,-0.07876979460771076,-0.06323641257944723,0.03949407832030253,-0.06374025376662958,-0.0300862032293633,,0.06363491992579556,0.024419842108923135,0.07446816511497296
q000003,-0.0753694260128986,-0.07216383519223804,-0.05979580446321896,-0.07520293268143234,-0.07515729112833698,-0.0958589883148547,0.0991722405832981,0.0032834069467455942,-0.1255335565076936,0.09142337901831131,0.0029800124056206913,0.13467413508495113,,-0.05672412922983956,-0.07370020414737684,0.03318378968117796
q000004,0.037579395594005416,0.045801497915473464,0.04954898523275785,0.043761672217513384,0.04446397878402868,0.03671183267808065,0.057451760213872424,0.08599760564066206,0.0648453346328884,0.1814397957718593,-0.08714606383902668,0.06781833336366277,,0.042672695631561446,-0.01402958158648265,0.11027758796509482
q000005,0.04942002923292821,0.06220030086583808,0.06672742353097146,0.0529398591366701,0.05316878068211384,-0.023735354379853555,-0.01118728619674786,-0.03666695304618062,-0.0800877985063309,0.15500526705541226,-0.13599823268603534,0.03787775063191578,,0.08500662516955233,0.05321080199552033,0.10463347425998748
q000006,-0.07670068018139115,-0.07487175447779396,-0.07268375280192574,-0.07995457795559695,-0.08028636338978881,-0.033195403630323826,-0.005290499124272168,-0.037934942195746675,-0.08802575018693125,0.006647751751487852,0.06422538604991426,0.05370662451232268,,-0.06805416858794894,-0.09675111990573157,-0.025895213718385265
q000007,-0.08991359909951321,-0.08096597210943919,-0.07768234218173482,-0.0902689090463825,-0.09077125614705336,-0.06810905361002109,0.02009024682477716,-0.04622352758094308,-0.1438357182804757,0.07137144140138098,0.06155310113854365,0.07866664416674769,,-0.032548395900392754,-0.07075658621849917,-0.0009154944582191917
q000008,-0.417061695574239,-0.416775840170658,-0.40951926848612474,-0.4036964254892017,-0.40203252474222245,-0.21254455690739443,0.4737789100073211,0.23731216758648446,0.019050076777423458,0.04952114030343068,0.3752855175376747,0.3297312893360821,,-0.35664204333620514,-0.32585166088700646,-0.2883067933748576
q000009,-0.3812477257617817,-0.38336499501366433,-0.3716065569962857,-0.3790431388168943,-0.37863195023984947,-0.1963551033897543,0.25097077183214994,0.06427130094257472,-0.10526583579272075,-0.07690478702909856,0.35823011451622966,0.2619135911847586,,-0.34027097916400983,-0.32060334323797846,-0.27987176438035977
q000010,-0.10896309937798862,-0.11165476455830155,-0.12047153748078195,-0.10624309101860169,-0.10579927464806359,0.00937153623502514,0.16402088141929674,0.14350430479737372,0.026650133498621543,-0.009332029955939597,0.12042933556018144,0.051659802581326054,,-0.07813172375617816,-0.08893824662806413,-0.042208989858990874
q000011,0.15084497141181608,0.16158793324438578,0.17307123167976826,0.1481009616806802,0.14752666178570262,0.04266909599218118,-0.2044203953678923,-0.13499169560325008,-0.10980830840628168,0.06988542879121651,-0.21828070816122144,-0.05548783700046438,,0.17282914912473193,0.10981518889709573,0.22080584653427138
q000012,0.22040019895163768,0.23572442677069097,0.23387919606274604,0.21547853361849528,0.21447357536452957,0.07767435955619323,-0.28167646902623616,-0.17551533315264525,-0.14887509604054314,0.1296361664283273,-0.29859835055510225,-0.09411655350526937,,0.26931769720527987,0.18931797891281366,0.302698686323196
q000013,-0.12185390042467198,-0.10974799832540075,-0.09946463877452989,-0.12052654102798804,-0.12074518270205704,-0.12273844312700655,0.04840302003375201,-0.049369179305843953,-0.1857759090014101,0.04215180851722504,0.00019183531753290474,0.1805182634001942,,-0.03949906007817184,-0.05275687194176575,0.02444392402201817
q000014,0.1942412688921816,0.20453189692490575,0.203988458945581,0.186557246039134,0.18532757390591342,0.05889853629496943,-0.2934577450774159,-0.2032542766110255,-0.18679606538968957,0.06491765453406456,-0.24405924850152472,-0.1456657321164922,,0.2360159538512832,0.17725664846191116,0.23824967170385206
q000015,0.2186756507888558,0.22557682953153255,0.229182706471495,0.21377140030648656,0.2133125753069622,0.0981287816300723,-0.15492596858350788,-0.05534232848596397,-0.0030139395882851916,0.12010880591479296,-0.2689008234116533,-0.10771887795839706,,0.19939689016196085,0.12858815270793017,0.26221936276439584
q000016,0.1275834209887963,0.14185667934275464,0.15372502723115458,0.12804145835819483,0.12754113605784234,-0.011633172729738489,-0.1349399050002875,-0.1170926628072325,-0.1676483748658092,0.1116998398181042,-0.21556038604621,-0.01831430250259683,,0.18812294771846638,0.14108845271004938,0.23074407288908402
q000017,0.22181508967067723,0.2309735964427761,0.24390904085784287,0.21823020233993065,0.21759564879771806,0.0948536673180169,-0.22171844099410998,-0.10657789801440108,0.0049118516939253,0.13895710570088265,-0.30405216563194626,-0.04204687339833072,,0.1938548604324892,0.10801958656132891,0.24814778896544426
q000018,0.2796495144690672,0.29138551557897635,0.2942721150330069,0.2732780239574429,0.2721535545845927,0.12167938115834509,-0.2987671770298449,-0.16036879782507435,-0.08229672931934535,0.04333045773218465,-0.3514358149991975,-0.13335688023622877,,0.29870476588440004,0.22599173813065865,0.33093265585721765
q000019,0.2272397770252346,0.24129330480542618,0.24930304682111734,0.2266693977664305,0.2259293001044939,0.045307929472207485,-0.2072386518710157,-0.13554439883422686,-0.1678096933936004,0.0483815965144698,-0.2986194571531589,-0.11922700563009499,,0.2924972281671132,0.23834547289163313,0.30534986157022403
q000020,0.3148056907317971,0.326082830522222,0.3275605709486234,0.3053855316960615,0.30385859106046487,0.15295586419497106,-0.45181611234497693,-0.25957323057093007,-0.09607143387291125,0.014279019499935337,-0.3671872915761222,-0.18317160369877034,,0.3126226410109848,0.2348242766284077,0.29465606683130424
q000021,-0.20239941784891197,-0.2011317267778772,-0.20294552279046946,-0.19979409588993677,-0.19972256176789327,-0.11741204078281654,0.17207650772983837,0.05316227952048528,-0.1745531467452742,-0.031570322478687955,0.17715900433966178,0.12202850685028219,,-0.11904594249186222,-0.09252046264892541,-0.09493862161851532
q000022,-0.16809188617124432,-0.15950277886230427,-0.15267967441317212,-0.1615227614597574,-0.16105773337130583,-0.14184578821229807,0.20568082320661718,0.06653675649926916,-0.15869860569093758,0.09497596145233586,0.08651078707292036,0.19145116545364177,,-0.07415685012105334,-0.07116718697399313,-0.011837905018956787
q000023,-0.03971997653195944,-0.031016278921734267,-0.023271469799122,-0.042451607289698434,-0.04315142066912818,-0.07240880961294519,-0.012293428737332539,-0.06015682534332993,-0.18338849211683098,0.10690173906501153,-0.055993165825583176,0.1285000341389008,,0.03567972472177106,0.010295544699576633,0.12928637987850733
q000024,-0.22027400037530612,-0.21918364734241846,-0.20821056033843793,-0.21858463209031592,-0.2185928353044253,-0.1394589151805608,0.17349149755738516,0.04507426966283964,-0.06905620405611819,0.03391099326389204,0.19795233403153392,0.18578314705061122,,-0.18860349569560517,-0.19766339523052526,-0.10104721253896298
q000025,-0.07824779131586543,-0.06095128478714026,-0.051364532863523396,-0.0713787211398493,-0.07144811985491659,-0.11644241663154935,0.10802799482983955,0.0031735311807990912,-0.1531960341869879,0.2064231205726515,-0.032394944472197255,0.14946250589151314,,0.015150810146697342,-0.03272821336064177,0.07879909019652816
q000026,-0.10456006719966938,-0.10541719560846487,-0.10595431368034429,-0.10378603754019114,-0.10373677784563243,-0.03912215690449682,0.12159768684308539,0.06990328822854731,-0.055741174063031265,0.04482932125176521,0.08913722966016575,0.05612081450187475,,-0.06772853689126178,-0.06817283819188641,-0.03251788667306507
q000027,-0.3043647697206172,-0.30904859946347085,-0.3095343476233984,-0.3009608039109774,-0.30023136375909687,-0.11732835910677514,0.2267108883133366,0.10322116596780817,0.007404744294741602,-0.08473067985426594,0.3040323149444937,0.17335080681099765,,-0.2935095726095394,-0.2509922586540725,-0.3056297916823785
q000028,-0.0361671771114234,-0.03455731799141056,-0.042901066890186676,-0.034307045625501506,-0.03420286619619313,0.011468852379727288,0.04631103322436385,0.057047439603477114,-0.030450955923975665,0.0008351397185536059,0.03723468818451851,-0.01573502265770073,,-0.00038659233681115655,-0.00933036822871435,-0.0006380753258714427
q000029,0.0067703308941833105,0.014397426396478064,0.019340397383879424,0.00815942703773262,0.008060829743762066,-0.033885964830550765,0.012088003522685561,-0.020544328370122412,-0.12743907099491852,0.10199567577573182,-0.09102488839960726,0.0577764295574056,,0.05066666045964814,0.01572840145811859,0.1080675663854504
q000030,-0.1799237963067827,-0.175438376902958,-0.17485687753034668,-0.1745697377242261,-0.17427197839341946,-0.07657402874149757,0.15607861680901425,0.06922428639856101,-0.07836293795534927,0.06623851487988015,0.15478745164984556,0.1386090014828175,,-0.11989962382977952,-0.1165061447379455,-0.08839006600126523
