query_id,word_count,token_count,sentence_count,char_count,char_count_no_spaces,avg_words_per_sentence,avg_syllables_per_word,flesch_kincaid_grade,gunning_fog_index,lexical_density,lexical_diversity,keyword_density,sentiment_polarity,named_entity_count,distinct_entity_types,most_frequent_entity_count
q000001,-0.545921789013022,-0.5380932538057636,-0.5196420708683391,-0.5473108323506913,-0.5474990031170217,-0.354626457490549,0.26375322513377064,-0.03548972220257731,-0.2381883619565983,0.16344209441378998,0.4581785528247334,0.48447827851995656,,-0.5135284233663686,-0.5270291315823001,-0.4188418084563668
q000002,-0.38324952942411544,-0.37457460461974534,-0.36069777414255516,-0.38451304539407866,-0.3849232525982887,-0.2488765813330123,0.17313646038054004,-0.039343830577962646,-0.2029902212196387,0.17025302926610714,0.32669709709599115,0.3401842479729948,,-0.33385033701189976,-0.3576374338786072,-0.2603760518284911
q000003,-0.6541190649971449,-0.649561477256719,-0.6312658644120587,-0.6556357282982491,-0.6556933205900278,-0.39921623852975874,0.35039393641396765,0.0035605050442484875,-0.2377526447952556,0.16333232837697306,0.5701496337219911,0.5702807915115068,,-0.6187836251258456,-0.6185909365527577,-0.4987939541685901
q000004,-0.4841633281234305,-0.4790588045588583,-0.4651013237724108,-0.4821325630075179,-0.4816116562590625,-0.25001723459974595,0.3208543378194375,0.09619672086114962,-0.0748099968460775,0.22909343593695095,0.4041203088956001,0.48433435564629435,,-0.47491672863590106,-0.4992981225899929,-0.352188320001649
q000005,-0.47503595676268634,-0.46142033596668325,-0.4474239817332467,-0.474122013172726,-0.474272252199116,-0.304108643848377,0.221514777923605,-0.038499360084490154,-0.22647510656351474,0.2418392820973276,0.3693819644948698,0.4679987283327878,,-0.4059855485541101,-0.4256806495976724,-0.32780414203839126
q000006,-0.49465437772603627,-0.4904234356316546,-0.4778004138832557,-0.49426992682477094,-0.4941677318224979,-0.301306086590845,0.30188591838027545,0.03153863479022716,-0.19454766471557222,0.15203885811893422,0.4260284144524418,0.42509123610095634,,-0.44249968653076555,-0.44830476031452776,-0.3372369750563733
q000007,-0.4816088939583355,-0.47460955007260214,-0.4642323186433269,-0.4785849691113531,-0.4783346300084253,-0.28782204197624034,0.31955781679094997,0.05535852452758642,-0.17468610558575332,0.1772771174318808,0.4153599486446688,0.4236473736838723,,-0.4180960248262821,-0.4278480409830268,-0.3310046373699874
q000008,-0.20292192762315434,-0.1963532532000432,-0.17117639337610818,-0.19855524258291235,-0.19799452544588725,-0.20731248532069144,0.27792438583517487,0.07385700358633748,-0.10198555925760017,0.19873003756910618,0.12382421663917359,0.22026096194497918,,-0.1772134966154099,-0.20539788854004534,-0.0424647139753676
q000009,-0.3760651603480934,-0.36985133482378185,-0.35312758078754786,-0.37630676106606264,-0.37640757741807207,-0.26740884359618916,0.24215878282673317,0.008373273575950928,-0.2235616487759872,0.13069506448757542,0.2995428392129935,0.334847993605323,,-0.31721770874258487,-0.33515268656616565,-0.18967342854025965
q000010,-0.442228504349589,-0.43745260947086145,-0.4187115198946495,-0.4399541105563662,-0.4396394579964976,-0.30798748644922974,0.32533543946378696,0.044336226270754564,-0.1675478383694539,0.15272735449825933,0.3726047713806367,0.38555292761548926,,-0.41150914249687814,-0.4227260846366641,-0.2957546299254992
q000011,-0.4207543726290206,-0.4112659154393863,-0.39774126696206086,-0.419873628329349,-0.4199792543781085,-0.27245357280487564,0.2104379250210204,-0.017194226621518437,-0.22098483192515458,0.18713659165224866,0.3346836182850687,0.3852176717370815,,-0.3666364864640594,-0.39447696957188005,-0.2705071130786615
q000012,-0.2183547737693394,-0.20420369477439076,-0.1904861966262202,-0.22421098682274854,-0.2253086484988106,-0.17578618110620026,-0.045335869455542056,-0.1607598647940166,-0.2424132844576787,0.22776878290278993,0.11554138021940176,0.26363077183207345,,-0.16743838941328373,-0.23606228983875666,-0.09064813715780677
q000013,-0.4855305336445516,-0.47593322025801305,-0.45846505515165986,-0.48923707804050925,-0.48991270101632667,-0.3094868673105192,0.1586144729683014,-0.08363360144405599,-0.26626328308343183,0.13871331941950812,0.37930160938705043,0.466698983495402,,-0.4267280583363743,-0.436049164657917,-0.32763967252175497
q000014,-0.24970380168973794,-0.23916577834276118,-0.22313633126693985,-0.2545353201295554,-0.25539021195696016,-0.19845649571829374,0.03414595889888859,-0.11542241047307686,-0.24118050344407901,0.18882469110991407,0.15763268744506828,0.25703717557167133,,-0.19759780515644929,-0.2356196630013629,-0.10504851569900844
q000015,-0.5112036865497016,-0.5051169556363235,-0.48956351171466106,-0.5125564738758996,-0.5126900334795803,-0.3081246464970908,0.24794202234289786,-0.016208016794068147,-0.19321554558369486,0.1894794691663007,0.42228786172216015,0.45686762206147213,,-0.47638972590254125,-0.48920617651531606,-0.38414546659402327
q000016,-0.030661645284101233,-0.015590312516795119,1.2622665384572963e-06,-0.032048732397159566,-0.03276972172055647,-0.10282676669282535,-0.043312998185758865,-0.1027592814794319,-0.21350964092015187,0.20975520101892242,-0.0612636194025186,0.11238444582697116,,0.021745392131446113,-0.04052458366740407,0.12440270821317814
q000017,-0.11651277978267041,-0.10624896349435345,-0.08744522068727661,-0.1195926140575249,-0.1200769251435125,-0.09787648008732455,0.003052134749941283,-0.05272263829846434,-0.08885259285956727,0.22849616873350007,0.02411081959776313,0.24438184911624541,,-0.12863305198566233,-0.20655559270815868,-0.01816104200162293
q000018,0.17339922923989803,0.18803769618826927,0.20755238792082523,0.16880343848638832,0.16766504062890675,-0.006991976920021833,-0.20009147409067163,-0.1634823156635818,-0.15496599401603356,0.1767593570476224,-0.2615463377286066,-0.029316652856961424,,0.1876454693113939,0.09981850562898455,0.27294067663350463
q000019,0.09176569580461942,0.1080068388664074,0.12417768768357797,0.08819199491600764,0.08715560009484687,-0.03994823833543269,-0.1655121226225524,-0.16023704470947017,-0.21743445379270737,0.15936162103260915,-0.2018773559426214,0.03151716964867297,,0.14829986868711797,0.07565830790153442,0.2330970024116972
q000020,0.07096703838224472,0.08446609914214549,0.10433492086643502,0.06153247702935084,0.05995500815371654,-0.02971511357162889,-0.27762081631919616,-0.2445003138135576,-0.178851089740325,0.14208920386616322,-0.16836918418126784,0.06487508382894189,,0.07421657943789758,-0.009617403917936477,0.14977578343672027
q000021,-0.532431247228495,-0.5255630188078126,-0.5149338009873901,-0.5302104412656085,-0.5301661748032737,-0.3265959691969531,0.3325529698928202,0.039411690198846196,-0.23985012041552256,0.15237309982901778,0.4512526944088943,0.4504821898869547,,-0.45204995277562643,-0.4439888039560053,-0.3513175356361663
q000022,-0.7050749191827731,-0.6981210703757197,-0.6832282845599621,-0.7049469276502082,-0.7048479294359572,-0.4044647079288008,0.37404118275074333,0.017589514314610498,-0.22043966746185023,0.192783778642889,0.6008252213971692,0.6546635875003951,,-0.6520578157932619,-0.6359598789136227,-0.5381567625152519
q000023,-0.6846469399417434,-0.675724885476371,-0.6624384630973484,-0.6849951611040139,-0.6853004188198726,-0.39791165264845324,0.3231930998933889,-0.019397152176422534,-0.2720126181751129,0.19457618744759572,0.5849280703350443,0.6173184394916444,,-0.6046527112281578,-0.6009980291021931,-0.4893712646526492
q000024,-0.6227893226147363,-0.6156361381812621,-0.6009331464886069,-0.622971887881296,-0.6232201125335528,-0.38335871968031576,0.3410589896923334,0.00916045715205515,-0.24284509095189707,0.18325212903898153,0.5299170467512961,0.5535726952184692,,-0.5554336468873886,-0.5636154458927244,-0.4383074198206107
q000025,-0.6763505302278089,-0.6670159875712967,-0.6516041724230608,-0.6743363014745466,-0.6741971066134453,-0.3877530788054714,0.3553528700199733,0.014540310813096468,-0.19955049946552622,0.2256955523755806,0.5743939606884074,0.6224737861389262,,-0.6159572496962274,-0.6065384684663857,-0.5222502896168606
q000026,-0.56454692909568,-0.5571092116515975,-0.5383107372976205,-0.5624606781428776,-0.5624329632959324,-0.3557404944932442,0.3281186068895721,0.0160160918203534,-0.23189769486323372,0.16710441322551,0.48002096499989366,0.48969734698195366,,-0.5030059516240696,-0.5122029572549095,-0.3869278799138963
q000027,-0.5902949209223125,-0.584364177640249,-0.5744191658424587,-0.5835959739285643,-0.5828152592240644,-0.31167782535803995,0.37923259255761366,0.09152705025056494,-0.10739756822306669,0.1229906665969898,0.5208710707801628,0.47995113699211717,,-0.5385335463946318,-0.5267122891037501,-0.4652342719402621
q000028,-0.5724789347939818,-0.5675392570702943,-0.554028523608148,-0.5690016489787009,-0.5685963721826293,-0.3301821946763128,0.3385101154491524,0.0437371708809591,-0.1539740959369905,0.14367273797627073,0.5052792012451052,0.47449244407455027,,-0.5315572882048873,-0.5262190582244329,-0.44405673722076233
q000029,-0.589309462036711,-0.5808720464802811,-0.5657401577367102,-0.5893495824053824,-0.5895754413829597,-0.3657889053374448,0.30713349517149463,-0.005243392281470357,-0.2610321437479083,0.18954814253952,0.485524499980839,0.5317263478247343,,-0.5300183376755924,-0.549111101222373,-0.4106629137941557
q000030,-0.33218923278542745,-0.32302927560893674,-0.30360239890950685,-0.3293104380012159,-0.3292683581218209,-0.2571758562474782,0.24142394459727326,0.01610665073597934,-0.1887290606321105,0.1863165351091701,0.2539049623359211,0.3039993786898607,,-0.2850838903471007,-0.3107517057184062,-0.17309615866510766
