query_id,word_count,token_count,sentence_count,char_count,char_count_no_spaces,avg_words_per_sentence,avg_syllables_per_word,flesch_kincaid_grade,gunning_fog_index,lexical_density,lexical_diversity,keyword_density,sentiment_polarity,named_entity_count,distinct_entity_types,most_frequent_entity_count
q000001,-0.37749332798068597,-0.3702698877910626,-0.35634463904772234,-0.378244984399974,-0.37842387253795784,-0.24163647291205628,0.1768040876668899,-0.023179504383491895,-0.1570813072701895,0.1078934559231874,0.30646894509673145,0.33880604274494924,,-0.3550478826963258,-0.3805411941313597,-0.28698137413616875
q000002,-0.2604677860788221,-0.2536609520863773,-0.24398452776782587,-0.2608952306013093,-0.26113155114541337,-0.16815123807282412,0.11742697589043335,-0.025884500249216454,-0.1343067174158779,0.11345734310862413,0.21698257267128412,0.23398715468199266,,-0.22669001603343994,-0.25299334220277175,-0.1724396791795288
q000003,-0.46574102542735063,-0.46060228782457435,-0.44527938586751314,-0.46687211956738744,-0.4669207007538333,-0.2720328980830541,0.237299628202454,0.0029742559196335285,-0.15590082272815411,0.10838068576899401,0.39139019219258886,0.40590895972859026,,-0.43932563851898127,-0.4566088468253072,-0.3441411869323559
q000004,-0.3317711656134516,-0.32696335793000864,-0.3186057724769059,-0.3296408300974335,-0.3292380471193951,-0.16710811410875037,0.21966534618577105,0.0662150319838535,-0.04705854554602415,0.14989336727913047,0.2703170206875495,0.34070002363497043,,-0.32687047985764744,-0.3595327353608447,-0.24113005011771677
q000005,-0.32419964023506964,-0.31363449492615053,-0.304464741161575,-0.3231760408589909,-0.3233057985165525,-0.20509298371343668,0.150002923317843,-0.025306872615225184,-0.15002046919710696,0.16158066435280907,0.24327570090836864,0.32654711371581985,,-0.27666848532400534,-0.3027793910760822,-0.2193107634955854
q000006,-0.3400384116377292,-0.33558994011173526,-0.32773219345509175,-0.33929678282079845,-0.3392415015660011,-0.2021354747587612,0.20581404866222297,0.02187252815237601,-0.12815326907129687,0.10153796691816586,0.28390867972025563,0.2963310232212369,,-0.30153446391588096,-0.32028705953227,-0.2255163186025348
q000007,-0.3285889405168531,-0.32201209260873886,-0.31498308967040667,-0.325761341245099,-0.32557338893997506,-0.19444283621818784,0.21725207510872804,0.037115775805717524,-0.11540836323657475,0.11837885378498915,0.2743274186796971,0.29489148619827726,,-0.2822856834852328,-0.30366445899607186,-0.2187598404651312
q000008,-0.1535287442937367,-0.14873115610998933,-0.12876395247614325,-0.15079465904920322,-0.15040136558692477,-0.14164689035190664,0.18702824229857543,0.04771325684057909,-0.06670283076187075,0.13237249970267914,0.09495967764269796,0.1614001998949506,,-0.13551429534881745,-0.1575120082718442,-0.03413741326807153
q000009,-0.2833998669047277,-0.2781113635798582,-0.26370980436741503,-0.283456808046294,-0.28347067764623995,-0.1817737935847434,0.16381700183923456,0.006442601827960739,-0.1482419784720991,0.08638462045340962,0.21632582495723893,0.24781342094461606,,-0.235063695802544,-0.25509245509410394,-0.13404469456851523
q000010,-0.32061633894475816,-0.31647482945190747,-0.30126045193408424,-0.31882526299957165,-0.31858320515120453,-0.20976233168319314,0.2211082975753186,0.03076847545561032,-0.10844809060526728,0.10135765450570461,0.262892112141332,0.2755606146101987,,-0.2983869878255245,-0.3166067914424737,-0.2065552353756182
